Shape_Area,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,Totpop2021_count,Totpop2021_sum,LLG,ADM3_EN_2,District,Province,x,y
2716852045.38073492050,Afore Rural LLG,PG060103,Ijivitari District,PG0601,Northern (Oro) Province,PG06,"71",20908.913951,Afore Rural,Afore Rural LLG,Ijivitari District,Northern (Oro),148.2684135174,-9.2555106976
624989777.79439234734,Agarabi Rural LLG,PG110418,Kainanatu District,PG1104,Eastern Highlands Province,PG11,"79",29529.666012,Agarabi Rural,Agarabi Rural LLG,Kainanatu District,Eastern Highlands,145.9110109669,-6.1658920407
87468282.74444770813,Ahi Rural LLG,PG120515,Lae District,PG1205,Morobe Province,PG12,"57",114071.999993,Ahi Rural,Ahi Rural LLG,Lae District,Morobe,147.0261305586,-6.6801938470
358140959.44515860081,Aiya Rural LLG,PG070332,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,"143",49660.798172,Aiya Rural,Aiya Rural LLG,Kagua/Erave District,Southern Highlands,143.7256232914,-6.3441830274
181574668.69761103392,Albiges/Mablep Rural LLG,PG140310,Maprik District,PG1403,East Sepik Province,PG14,"41",20401.000000,Albiges/Mablep Rural,Albiges/Mablep Rural LLG,Maprik District,East Sepik,142.9638865617,-3.5615532340
1400365040.91676712036,Almami Rural LLG,PG130101,Bogia District,PG1301,Madang Province,PG13,"90",47731.000001,Almami Rural,Almami Rural LLG,Bogia District,Madang,145.1886204129,-4.5075601537
3570113.98491883324,Alotau Urban LLG,PG050107,Alotau District,PG0501,Milne Bay Province,PG05,"23",17109.000001,Alotau Urban,Alotau Urban LLG,Alotau District,Milne Bay Province,150.4464439514,-10.3051531939
2499211846.11692857742,Amanab Rural LLG,PG150412,Vanimo/Green River District,PG1504,West Sepik (Sandaun) Province,PG15,"75",18766.000000,Amanab Rural,Amanab Rural LLG,Vanimo/Green River District,West Sepik (Sandaun),141.3797739183,-3.5166343796
3444189818.37621498108,Amazon Bay Rural LLG,PG030101,Abau District,PG0301,Central Province,PG03,"62",13464.000000,Amazon Bay Rural,Amazon Bay Rural LLG,Abau District,Central,149.2858212161,-10.0827681620
833256121.17489528656,Ambenob Rural LLG,PG130204,Madang District,PG1302,Madang Province,PG13,"142",107456.999999,Ambenob Rural,Ambenob Rural LLG,Madang District,Madang,145.6852766474,-5.1586626067
278454274.78150165081,Ambum Rural LLG,PG080203,Kompiam District,PG0802,Enga Province,PG08,"74",41894.396744,Ambum Rural,Ambum Rural LLG,Kompiam District,Enga,143.6649415988,-5.3847098138
3499589333.16251373291,Ambunti Rural LLG,PG140101,Ambunti/Drekikier District,PG1401,East Sepik Province,PG14,"75",27003.000000,Ambunti Rural,Ambunti Rural LLG,Ambunti/Drekikier District,East Sepik,142.5644687176,-4.1647130883
514668085.05277150869,Anglimp Rural LLG,PG220101,Anglimp/South Waghi District,PG2201,Jiwaka Province,PG22,"139",97008.999999,Anglimp Rural,Anglimp Rural LLG,Anglimp/South Waghi District,Jiwaka,144.3933945879,-5.8993655684
2657642220.18311929703,Angoram/Middle Sepik LLG,PG140205,Angoram District,PG1402,East Sepik Province,PG14,"53",38867.000001,Angoram/Middle Sepik,Angoram/Middle Sepik LLG,Angoram District,East Sepik,143.6574601944,-4.1453917486
2868730462.72464799881,Arabaka Rural LLG,PG130307,Middle Ramu District,PG1303,Madang Province,PG13,"114",47239.000001,Arabaka Rural,Arabaka Rural LLG,Middle Ramu District,Madang,144.6374075305,-4.8734869259
1845669749.96513199806,Arawa LLG,PG200208,Central Bougainville District,PG2002,Autonomous Region of Bougainville,PG20,"189",160276.000003,Arawa,Arawa LLG,Central Bougainville District,Bougainville,155.5335284089,-6.2996532393
1472416738.15290594101,Aroma Rural LLG,PG030102,Abau District,PG0301,Central Province,PG03,"50",29612.000002,Aroma Rural,Aroma Rural LLG,Abau District,Central,148.2432737993,-9.9609271475
1689949960.56548547745,Astrolabe Bay Rural LLG,PG130410,Rai Coast District,PG1304,Madang Province,PG13,"58",39226.000000,Astrolabe Bay Rural,Astrolabe Bay Rural LLG,Rai Coast District,Madang,145.7910732950,-5.5913649172
18423199.13725876063,Attols LLG,PG200106,North Bougainville District,PG2001,Autonomous Region of Bougainville,PG20,"12",2828.000000,Attols,Attols LLG,North Bougainville District,Bougainville,157.4732788132,-4.2341630005
18907455.48581866175,Aua Wuvulu LLG,PG160101,Manus District,PG1601,Manus Province,PG16,"7",1227.000000,Aua Wuvulu,Aua Wuvulu LLG,Manus District,Manus,142.9142917623,-1.6541335241
617121575.43006110191,Awi/Pori Rural LLG,PG210514,Koroba/Kopiago District,PG2105,Hela Province,PG21,"90",36814.000000,Awi/Pori Rural,Awi/Pori Rural LLG,Koroba/Kopiago District,Hela,142.6868945720,-5.4983460344
7368298022.75453567505,Baimuru Rural LLG,PG020207,Kikori District,PG0202,Gulf Province,PG02,"43",15727.000001,Baimuru Rural,Baimuru Rural LLG,Kikori District,Gulf Province,145.0847293167,-7.2554025471
915432733.36162686348,Baiyer Rural LLG,PG090509,Mul/Baiyer District,PG0905,Western Highlands Province,PG09,"63",70430.000000,Baiyer Rural,Baiyer Rural LLG,Mul/Baiyer District,Western Highlands,144.1916314279,-5.4626678664
51968477.57242617756,Balanataman Rural LLG,PG180415,Rabaul District,PG1804,East New Britain Province,PG18,"22",36933.000001,Balanataman Rural,Balanataman Rural LLG,Rabaul District,East New Britain,152.1505393558,-4.2074689528
95570074.76907420158,Bali/Witu Rural LLG,PG190207,Talasea District,PG1902,West New Britain Province,PG19,"38",21414.000001,Bali/Witu Rural,Bali/Witu Rural LLG,Talasea District,West New Britain,149.3590455738,-4.7458268080
2450317.17824153416,Balimo Urban LLG,PG010101,Middle Fly District,PG0101,Western Province,PG01,"6",10289.000001,Balimo Urban LLG,Balimo Urban LLG,Middle Fly District,Western,142.9566566747,-8.0387086867
45066528.48185471445,Balopa LLG,PG160111,Manus District,PG1601,Manus Province,PG16,"15",3079.000000,Balopa,Balopa LLG,Manus District,Manus,147.3280790312,-2.4468620294
9936286141.51497459412,Bamu Rural LLG,PG010102,Middle Fly District,PG0101,Western Province,PG01,"54",20294.354266,Bamu Rural LLG,Bamu Rural LLG,Delta Fly District,Western,143.1415784989,-7.5383769168
460729027.71945154667,Bana LLG,PG200311,South Bougainville District,PG2003,Autonomous Region of Bougainville,PG20,"90",78808.000001,Bana,Bana LLG,South Bougainville District,Bougainville,155.4068000223,-6.4716622473
3913560636.27107715607,Bewani/Wutung Onei Rural LLG,PG150413,Vanimo/Green River District,PG1504,West Sepik (Sandaun) Province,PG15,"62",36200.000000,Bewani/Wutung Onei Rural,Bewani/Wutung Onei Rural LLG,Vanimo/Green River District,West Sepik (Sandaun),141.3408339584,-2.9263707822
2574169995.84897184372,Bialla Rural LLG,PG190206,Talasea District,PG1902,West New Britain Province,PG19,"101",80504.000000,Bialla Rural,Bialla Rural LLG,Nakanai District,West New Britain,151.0319665679,-5.3832649032
273194875.46990716457,Bisikani/Soparibeu LLG,PG160103,Manus District,PG1601,Manus Province,PG16,"16",7039.000000,Bisikani/Soparibeu,Bisikani/Soparibeu LLG,Manus District,Manus,146.6175676460,-2.0751002963
163665651.86934506893,Bitapaka Rural LLG,PG180206,Kokopo District,PG1802,East New Britain Province,PG18,"49",33230.000000,Bitapaka Rural,Bitapaka Rural LLG,Kokopo District,East New Britain,152.3262117552,-4.4139371923
964082874.09385442734,Boikin/Dagua Rural LLG,PG140414,Wewak District,PG1404,East Sepik Province,PG14,"66",22349.000000,Boikin/Dagua Rural,Boikin/Dagua Rural LLG,Wewak District,East Sepik,143.2977764232,-3.4881965118
294531272.26905059814,Bomai/Gumai Rural LLG,PG100204,Gumine District,PG1002,Chimbu (Simbu) Province,PG10,"41",12373.000000,Bomai/Gumai Rural,Bomai/Gumai Rural LLG,Gumine District,Chimbu (Simbu),144.8122707657,-6.1526056932
557221588.74838221073,Buang Rural LLG,PG120129,Bulolo District,PG1201,Morobe Province,PG12,"28",13210.000000,Buang Rural,Buang Rural LLG,Bulolo District,Morobe,146.7696410352,-6.9115882397
1439612217.15200233459,Buin LLG,PG200309,South Bougainville District,PG2003,Autonomous Region of Bougainville,PG20,"111",93583.000000,Buin,Buin LLG,South Bougainville District,Bougainville,155.7268587791,-6.6754314608
611888091.96537399292,Buka LLG,PG200104,North Bougainville District,PG2001,Autonomous Region of Bougainville,PG20,"58",96375.000000,Buka,Buka LLG,North Bougainville District,Bougainville,154.6251907407,-5.2203159133
165535903.03817203641,Bumbita/Muhian Rural LLG,PG140311,Maprik District,PG1403,East Sepik Province,PG14,"40",24045.000000,Bumbita/Muhian Rural,Bumbita/Muhian Rural LLG,Maprik District,East Sepik,142.9029139673,-3.6542835217
2343604943.34990358353,Bundi Rural LLG,PG130615,Usino Bundi District,PG1306,Madang Province,PG13,"62",26524.000001,Bundi Rural,Bundi Rural LLG,Usino Bundi District,Madang,145.1794582668,-5.6691942026
845719446.73739707470,Burui/Kunai Rural LLG,PG140519,Wosera Gawi District,PG1405,East Sepik Province,PG14,"42",20197.000000,Burui/Kunai Rural,Burui/Kunai Rural LLG,Wosera Gawi District,East Sepik,143.1210555397,-3.9949850695
1029970975.26836311817,Burum Kwat LLG,PG120206,Finschafen District,PG1202,Morobe Province,PG12,"54",12061.555981,Hube Rural,Burum Kwat LLG,Finschafen District,Morobe,147.3619972643,-6.5142024772
409084034.38273084164,Bwanabwana Rural LLG,PG050208,Samarai-Murua District,PG0502,Milne Bay Province,PG05,"35",20658.000000,Bwanabwana Rural,Bwanabwana Rural LLG,Samarai-Murua District,Milne Bay Province,150.8293629871,-10.6018017144
134120025.61403927207,Central Gazelle Rural LLG,PG180101,Gazelle District,PG1801,East New Britain Province,PG18,"31",45639.000002,Central Gazelle Rural,Central Gazelle Rural LLG,Gazelle District,East New Britain,152.0801726595,-4.3147416392
1099831780.66095733643,Central Kerema Rural LLG,PG020101,Kerema District,PG0201,Gulf Province,PG02,"47",26704.999999,Central Kerema Rural,Central Kerema Rural LLG,Kerema District,Gulf Province,145.9241053596,-7.9150794515
4316371455.86863899231,Central/Inland Pomio LLG,PG180310,Pomio District,PG1803,East New Britain Province,PG18,"98",26014.000000,Central/Inland Pomio,Central/Inland Pomio LLG,Pomio District,East New Britain,151.5319453941,-5.3091773175
143534768.85099267960,Chuave Rural LLG,PG100101,Chuave District,PG1001,Chimbu (Simbu) Province,PG10,"50",24855.999999,Chuave Rural,Chuave Rural LLG,Chuave District,Chimbu (Simbu),145.1057028555,-6.1169554053
2149715585.73201084137,Cloudy Bay Rural LLG,PG030103,Abau District,PG0301,Central Province,PG03,"56",14466.000001,Cloudy Bay Rural,Cloudy Bay Rural LLG,Abau District,Central,148.6688887576,-10.0527735040
640037698.35692048073,Daga Rural LLG,PG050102,Alotau District,PG0501,Milne Bay Province,PG05,"31",12132.000000,Daga Rural,Daga Rural LLG,Alotau District,Milne Bay Province,149.4721751115,-9.8919901581
19591969.03636699915,Daru Urban LLG,PG010311,South Fly District,PG0103,Western Province,PG01,"32",19397.000001,Daru Urban LLG,Daru Urban LLG,South Fly District,Western,143.2070434764,-9.0830315247
278630012.35779577494,Dei Rural LLG,PG090203,Dei District,PG0902,Western Highlands Province,PG09,"118",53868.513948,Dei Rural,Dei Rural LLG,Dei District,Western Highlands,144.2889496342,-5.6835460960
827751340.59788691998,Deyamos Rural LLG,PG120412,Kabwum District,PG1204,Morobe Province,PG12,"64",17843.000000,Deyamos Rural,Deyamos Rural LLG,Kabwum District,Morobe,147.0101537014,-6.1563916269
902799435.00054085255,Dobu Rural LLG,PG050415,Esa'ala District,PG0504,Milne Bay Province,PG05,"40",61274.000000,Dobu Rural,Dobu Rural LLG,Esa'ala District,Milne Bay Province,150.8232866023,-9.6331518362
653279520.43206560612,Dreikikier Rural LLG,PG140102,Ambunti/Drekikier District,PG1401,East Sepik Province,PG14,"111",36668.000002,Dreikikier Rural,Dreikikier Rural LLG,Ambunti/Drekikier District,East Sepik,142.7498894541,-3.5457413814
660532324.68089985847,Duau Rural LLG,PG050416,Esa'ala District,PG0504,Milne Bay Province,PG05,"30",34739.999998,Duau Rural,Duau Rural LLG,Esa'ala District,Milne Bay Province,151.1147043629,-10.0363966578
64252210.61896293610,Duke of York Rural LLG,PG180207,Kokopo District,PG1802,East New Britain Province,PG18,"24",19947.999999,Duke of York Rural,Duke of York Rural LLG,Kokopo District,East New Britain,152.4493043756,-4.1756967238
508179723.04487192631,Dunantina Rural LLG,PG110315,Henganofi District,PG1103,Eastern Highlands Province,PG11,"198",39806.758538,Dunantina Rural,Dunantina Rural LLG,Henganofi District,Eastern Highlands,145.6973099491,-6.1008530038
2135679781.03964281082,East Aitape Rural LLG,PG150101,Aitape/Lumi District,PG1501,West Sepik (Sandaun) Province,PG15,"78",54713.999999,East Aitape Rural,East Aitape Rural LLG,Aitape/Lumi District,West Sepik (Sandaun),142.5727912137,-3.3317785315
577953310.22965133190,East Kerema Rural LLG,PG020102,Kerema District,PG0201,Gulf Province,PG02,"33",19633.999999,East Kerema Rural,East Kerema Rural LLG,Kerema District,Gulf Province,146.3052674770,-8.3213254615
5546095774.11547565460,East Kikori Rural LLG,PG020208,Kikori District,PG0202,Gulf Province,PG02,"49",19129.000000,East Kikori Rural,East Kikori Rural LLG,Kikori District,Gulf Province,144.4887228307,-7.1269543426
1287917938.17100119591,East Okapa Rural LLG,PG110710,Okapa District,PG1107,Eastern Highlands Province,PG11,"113",29966.926300,East Okapa Rural,East Okapa Rural LLG,Okapa District,Eastern Highlands,145.5965221497,-6.6359789187
903803536.85492873192,East Pangia Rural LLG,PG070101,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,"85",29205.000000,East Pangia Rural,East Pangia Rural LLG,Ialibu/Pangia District,Southern Highlands,144.2235303353,-6.3151118673
1514622822.50068140030,East Pomio Rural LLG,PG180311,Pomio District,PG1803,East New Britain Province,PG18,"30",8707.000000,East Pomio Rural,East Pomio Rural LLG,Pomio District,East New Britain,151.9184352628,-5.1745107092
828797022.26249313354,East Wapei Rural LLG,PG150102,Aitape/Lumi District,PG1501,West Sepik (Sandaun) Province,PG15,"53",16956.000000,East Wapei Rural,East Wapei Rural LLG,Aitape/Lumi District,West Sepik (Sandaun),141.9220363868,-3.5939047874
775128509.92325520515,East Yangoru Rural LLG,PG140623,Yangoru Saussia District,PG1406,East Sepik Province,PG14,"49",22909.000000,East Yangoru Rural,East Yangoru Rural LLG,Yangoru Saussia District,East Sepik,143.2974910229,-3.8000335064
222619783.72214654088,Elimbari Rural LLG,PG100102,Chuave District,PG1001,Chimbu (Simbu) Province,PG10,"65",18574.903756,Elimbari Rural,Elimbari Rural LLG,Chuave District,Chimbu (Simbu),145.1294972713,-6.2564152447
2429995734.87826728821,Erave Rural LLG,PG070308,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,"104",23814.000000,Erave Rural,Erave Rural LLG,Kagua/Erave District,Southern Highlands,144.0715508354,-6.6772445933
252860265.96191409230,Fayantina Rural LLG,PG110316,Henganofi District,PG1103,Eastern Highlands Province,PG11,"138",27210.936218,Fayantina Rural,Fayantina Rural LLG,Henganofi District,Eastern Highlands,145.5427264269,-6.3316206747
18845809.02675407007,Finschafen Urban LLG,PG120233,Finschafen District,PG1202,Morobe Province,PG12,"9",5746.906132,Finschafen Urban,Finschafen Urban LLG,Finschafen District,Morobe,147.8413475464,-6.6130953860
936343959.83018338680,Gadsup/Tairora Rural LLG,PG110419,Kainanatu District,PG1104,Eastern Highlands Province,PG11,"123",31888.951192,Gadsup/Tairora Rural,Gadsup/Tairora Rural LLG,Kainanatu District,Eastern Highlands,145.9672159692,-6.3816345987
175199004.31433379650,Gahuku Rural LLG,PG110202,Goroka District,PG1102,Eastern Highlands Province,PG11,"286",109275.266571,Gahuku Rural,Gahuku Rural LLG,Goroka District,Eastern Highlands,145.4114401637,-6.0524339739
1934769269.90657114983,Gama Rural LLG,PG130619,Usino Bundi District,PG1306,Madang Province,PG13,"23",15101.248356,Gama  Rural,Gama Rural LLG,Usino Bundi District,Madang,144.9254035918,-5.2187919417
3414276880.46235895157,Gasmata Rural LLG,PG190101,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,"42",12767.000000,Gasmata Rural,Gasmata Rural LLG,Kandrian/Gloucester District,West New Britain,150.2641042951,-6.0714023313
477345611.02807325125,Gawanga Rural LLG,PG140103,Ambunti/Drekikier District,PG1401,East Sepik Province,PG14,"30",28569.000000,Gawanga Rural,Gawanga Rural LLG,Ambunti/Drekikier District,East Sepik,142.7350264718,-3.7310772916
1384884781.60400176048,Gawi Rural LLG,PG140520,Wosera Gawi District,PG1405,East Sepik Province,PG14,"41",15790.000000,Gawi Rural,Gawi Rural LLG,Wosera Gawi District,East Sepik,143.1213347161,-4.2374418102
183272215.08036616445,Gena/Waugla Rural LLG,PG100410,Kerowagi District,PG1004,Chimbu (Simbu) Province,PG10,"81",38515.000001,Gena/Waugla Rural,Gena/Waugla Rural LLG,Kerowagi District,Chimbu (Simbu),144.9226406548,-5.9158629732
1411109844.59233093262,Gloucester Rural LLG,PG190102,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,"61",16184.000000,Gloucester Rural,Gloucester Rural LLG,Kandrian/Gloucester District,West New Britain,148.5383319498,-5.6138256199
7634217254.54217815399,Gogodala Rural LLG,PG010103,Middle Fly District,PG0101,Western Province,PG01,"70",49798.000001,Gogodala Rural LLG,Gogodala Rural LLG,Delta Fly District,Western,142.7005769235,-8.0560247659
705194032.93960309029,Goodenough Island LLG,PG050313,Kiriwina-Goodenough District,PG0503,Milne Bay Province,PG05,"39",46833.303369,Goodenough Isla,Goodenough Island LLG,Kiriwina-Goodenough District,Milne Bay Province,150.2417863773,-9.3489893760
6843310.79244253971,Goroka Urban LLG,PG110203,Goroka District,PG1102,Eastern Highlands Province,PG11,"61",31865.999999,Goroka Urban,Goroka Urban LLG,Goroka District,Eastern Highlands,145.3907640140,-6.0770959949
4339746907.34296703339,Green River Rural LLG,PG150414,Vanimo/Green River District,PG1504,West Sepik (Sandaun) Province,PG15,"70",23757.000000,Green River Rural,Green River Rural LLG,Vanimo/Green River District,West Sepik (Sandaun),141.3601694074,-3.9108588432
2908993475.06920528412,Guari Rural LLG,PG030204,Goilala District,PG0302,Central Province,PG03,"59",5674.000000,Guari Rural,Guari Rural LLG,Goilala District,Central,146.6853920172,-8.0993254078
335275192.26636999846,Gumine Rural LLG,PG100205,Gumine District,PG1002,Chimbu (Simbu) Province,PG10,"51",26295.000000,Gumine Rural,Gumine Rural LLG,Gumine District,Chimbu (Simbu),144.8366418023,-6.2628470020
235222540.32261630893,Hayapuga Rural LLG,PG210827,Tari/Pori District,PG2108,Hela Province,PG21,"21",75061.999998,Hayapuga Rural,Hayapuga Rural LLG,Tari/Pori District,Hela,142.8744125955,-5.9124104941
919644032.23043107986,Higaturu Rural LLG,PG060206,Sohe District,PG0602,Northern (Oro) Province,PG06,"190",72266.000001,Higaturu Rural,Higaturu Rural LLG,Sohe District,Northern (Oro),148.0958211190,-8.7392939213
1637310847.34872674942,Hiri Rural LLG,PG030307,Kairuku - Hiri District,PG0303,Central Province,PG03,"77",73266.000001,Hiri Rural,Hiri Rural LLG,Hiri-Koiari District,Central,147.1471604559,-9.2602340452
581232959.94697725773,Hoskins Rural LLG,PG190208,Talasea District,PG1902,West New Britain Province,PG19,"45",42579.000001,Hoskins Rural,Hoskins Rural LLG,Nakanai District,West New Britain,150.4747722361,-5.5403654225
281955182.82431924343,Hube Rural LLG,PG120232,Finschafen District,PG1202,Morobe Province,PG12,"51",20319.727813,Burum Kwat,Hube Rural LLG,Finschafen District,Morobe,147.5216204454,-6.4169240204
1476090490.74527120590,Huhu Rural LLG,PG050105,Alotau District,PG0501,Milne Bay Province,PG05,"80",67852.999997,Huhu Rural,Huhu Rural LLG,Alotau District,Milne Bay Province,150.3220031769,-10.3875901831
1115702547.80115056038,Hulia Rural LLG,PG210411,Komo/Magarima District,PG2104,Hela Province,PG21,"72",121413.999998,Hulia Rural,Hulia Rural LLG,Hulia District,Hela,143.0402780412,-6.0887775086
84039912.40759856999,Iabu Rural LLG,PG130102,Bogia District,PG1301,Madang Province,PG13,"19",6280.000000,Iabu Rural,Iabu Rural LLG,Bogia District,Madang,145.0334965234,-4.0763124888
330444988.76996290684,Ialibu Basin Rural LLG,PG070205,Imbonggu District,PG0702,Southern Highlands Province,PG07,"91",35564.000000,Ialibu Basin Rural,Ialibu Basin Rural LLG,Imbonggu District,Southern Highlands,143.9659623990,-6.1696134461
32269786.62903779745,Ialibu Urban LLG,PG070102,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,"33",18320.000000,Ialibu Urban,Ialibu Urban LLG,Ialibu/Pangia District,Southern Highlands,143.9630516390,-6.2661205717
3352027534.23403167725,Ihu Rural LLG,PG020209,Kikori District,PG0202,Gulf Province,PG02,"70",23883.000000,Ihu Rural,Ihu Rural LLG,Kikori District,Gulf Province,145.4996213614,-7.5855979559
461316085.25848966837,Imbongu Rural LLG,PG070206,Imbonggu District,PG0702,Southern Highlands Province,PG07,"41",49374.000001,Imbongu Rural,Imbongu Rural LLG,Imbonggu District,Southern Highlands,144.0878306112,-6.1274907675
942446790.31725740433,Inland Baining Rural LLG,PG180102,Gazelle District,PG1801,East New Britain Province,PG18,"55",38982.999999,Inland Baining Rural,Inland Baining Rural LLG,Gazelle District,East New Britain,151.9360877685,-4.4464843204
1585948849.01440978050,Jimi Rural LLG,PG220406,Jimi District,PG2204,Jiwaka Province,PG22,"69",46550.000000,Jimi Rural,Jimi Rural LLG,Jimi District,Jiwaka,144.5409916866,-5.4935853147
2641987263.03352308273,Josephstaal Rural LLG,PG130308,Middle Ramu District,PG1303,Madang Province,PG13,"94",30538.000000,Josephstaal Rural,Josephstaal Rural LLG,Middle Ramu District,Madang,145.0867210967,-4.8258208163
279944725.01718389988,Kafentina Rural LLG,PG110304,Henganofi District,PG1103,Eastern Highlands Province,PG11,"143",36443.305245,Kafentina Rural,Kafentina Rural LLG,Henganofi District,Eastern Highlands,145.6862149607,-6.2545774995
456983824.23779493570,Kagua Rural LLG,PG070309,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,"86",40856.201828,Kagua Rural,Kagua Rural LLG,Kagua/Erave District,Southern Highlands,143.8461959715,-6.4455235985
2964999.33342843130,Kainantu Urban LLG,PG110406,Kainanatu District,PG1104,Eastern Highlands Province,PG11,"31",15138.000000,Kainantu Urban,Kainantu Urban LLG,Kainanatu District,Eastern Highlands,145.8646130242,-6.2903717084
598563959.31325900555,Kaintiba Rural LLG,PG020103,Kerema District,PG0201,Gulf Province,PG02,"49",16205.000000,Kaintiba Rural,Kaintiba Rural LLG,Kerema District,Gulf Province,146.0306742667,-7.5248706019
1730343499.93753695488,Kairuku Rural LLG,PG030308,Kairuku - Hiri District,PG0303,Central Province,PG03,"105",33438.999999,Kairuku Rural,Kairuku Rural LLG,Kairuku - Hiri District,Central,146.7984031386,-8.9036091912
138000861.90103086829,Kamano No. 1 Rural LLG,PG110417,Kainanatu District,PG1104,Eastern Highlands Province,PG11,"43",17676.667976,Kamano No. 1 Rural,Kamano No. 1 Rural LLG,Kainanatu District,Eastern Highlands,145.8027534697,-6.2757039408
236116144.55012786388,Kamano No. 2 Rural LLG,PG110405,Kainanatu District,PG1104,Eastern Highlands Province,PG11,"51",13302.714821,Kamano No. 2 Rural,Kamano No. 2 Rural LLG,Kainanatu District,Eastern Highlands,145.7080943460,-6.3866699507
858714115.16255521774,Kandep Rural LLG,PG080101,Kandep District,PG0801,Enga Province,PG08,"68",44215.000000,Kandep Rural,Kandep Rural LLG,Kandep District,Enga,143.5824222516,-5.8053985718
2264485703.93824720383,Kandrian Coastal Rural LLG,PG190103,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,"57",18582.000000,Kandrian Coastal Rural,Kandrian Coastal Rural LLG,Kandrian/Gloucester District,West New Britain,149.0182579592,-5.9118474844
2523429276.26819086075,Kandrian Inland Rural LLG,PG190104,Kandrian/Gloucester District,PG1901,West New Britain Province,PG19,"80",21250.000000,Kandrian Inland Rural,Kandrian Inland Rural LLG,Kandrian/Gloucester District,West New Britain,149.5803382179,-5.9991014190
1472050504.23513793945,Kapao Rural LLG,PG120730,Menyamya District,PG1207,Morobe Province,PG12,"66",44199.864596,Kapao Rural,Kapao Rural LLG,Menyamya District,Morobe,146.3480745982,-7.3861296152
7649558374.95003223419,Karawari Rural LLG,PG140206,Angoram District,PG1402,East Sepik Province,PG14,"59",27051.000000,Karawari Rural,Karawari Rural LLG,Angoram District,East Sepik,143.3139888232,-4.7578441769
3012782256.79201030731,Karimui Rural LLG,PG100307,Karimui/Nomane District,PG1003,Chimbu (Simbu) Province,PG10,"86",38585.999999,Karimui Rural,Karimui Rural LLG,Karimui/Nomane District,Chimbu (Simbu),144.8650284766,-6.5821463350
191417754.01740542054,Karints Rural LLG,PG070618,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,"72",40740.000001,Karints Rural,Karints Rural LLG,Mendi/Munihu District,Southern Highlands,143.6057793475,-6.0250910862
434921163.24709349871,Karkar Rural LLG,PG130513,Sumkar District,PG1305,Madang Province,PG13,"107",67991.000000,Karkar Rural,Karkar Rural LLG,Sumkar District,Madang,145.9946165467,-4.6568384672
22642019.32097286731,Kavieng Urban LLG,PG170104,Kavieng District,PG1701,New Ireland Province,PG17,"53",22725.000000,Kavieng Urban,Kavieng Urban LLG,Kavieng District,New Ireland,150.8095708936,-2.5834056913
3430722753.59177446365,Keram Rural LLG,PG140207,Angoram District,PG1402,East Sepik Province,PG14,"71",35462.000000,Keram Rural,Keram Rural LLG,Angoram District,East Sepik,144.1393811442,-4.5177322335
1764278.54979011230,Kerema Urban LLG,PG020104,Kerema District,PG0201,Gulf Province,PG02,"12",8527.000000,Kerema Urban,Kerema Urban LLG,Kerema District,Gulf Province,145.7718297450,-7.9636207390
2099138.45648142695,Kerowagi Urban LLG,PG100420,Kerowagi District,PG1004,Chimbu (Simbu) Province,PG10,"7",7911.204641,Kerowagi Urban,Kerowagi Urban LLG,Kerowagi District,Chimbu (Simbu),144.8571204284,-5.8972424887
256142695.53027781844,Kewabi Rural LLG,PG070103,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,"124",38309.000001,Kewabi Rural,Kewabi Rural LLG,Ialibu/Pangia District,Southern Highlands,143.9066663786,-6.2989551417
5087175.18751311675,Kimbe Urban LLG,PG190209,Talasea District,PG1902,West New Britain Province,PG19,"32",23931.999999,Kimbe Urban,Kimbe Urban LLG,Talasea District,West New Britain,150.1469790959,-5.5548880922
1330408946.01907539368,Kira Rural LLG,PG060208,Sohe District,PG0602,Northern (Oro) Province,PG06,"30",3583.000000,Kira Rural,Kira Rural LLG,Sohe District,Northern (Oro),147.3389612460,-8.1127416543
382739490.69031310081,Kiriwina Rural LLG,PG050312,Kiriwina-Goodenough District,PG0503,Milne Bay Province,PG05,"99",51880.000000,Kiriwina Rural,Kiriwina Rural LLG,Kiriwina-Goodenough District,Milne Bay Province,151.0722125894,-8.5653621088
7429425752.55906772614,Kiunga Rural LLG,PG010206,North Fly District,PG0102,Western Province,PG01,"75",23549.000000,Kiunga Rural LLG,Kiunga Rural LLG,North Fly District,Western,141.4100541711,-6.0940762412
17051797.16557730362,Kiunga Urban LLG,PG010207,North Fly District,PG0102,Western Province,PG01,"15",26778.000000,Kiunga Urban LLG,Kiunga Urban LLG,North Fly District,Western,141.2910105177,-6.1207660027
2096379294.73218488693,Kiwai Rural LLG,PG010312,South Fly District,PG0103,Western Province,PG01,"51",27533.000000,Kiwai Rural LLG,Kiwai Rural LLG,South Fly District,Western,143.3021708101,-8.6235700413
